player_id,player_name,nation,position,team_id,age,date_of_birth
,Yehor Yarmoliuk,UKR,MF,,20,2004.0
,Ryan Yates,ENG,MF,3,26,1997.0
,Ashley Young,ENG,DF,2,39,1985.0
,Illia Zabarnyi,UKR,DF,2,22,2002.0
,Oleksandr Zinchenko,UKR,DF,3,27,1996.0
,Joshua Zirkzee,NED,FW,2,23,2001.0
,Martin Ødegaard,NOR,MF,1,25,1998.0
,Oliver Abildgaard,DEN,MF,3,28,1996.0
,Tammy Abraham,ENG,FW,3,26,1997.0
,Federico Accornero,ITA,MF,2,20,2004.0
,Francesco Acerbi,ITA,DF,2,36,1988.0
,Che Adams,SCO,FW,2,28,1996.0
,Yacine Adli,FRA,MF,3,24,2000.0
,Michel Aebischer,SUI,MF,3,27,1997.0
,Faride Alidou,GER,"FW,MF",2,23,2001.0
,Pontus Almqvist,SWE,"FW,MF",3,25,1999.0
,Giorgio Altare,ITA,DF,2,26,1998.0
,Sofyan Amrabat,MAR,MF,3,28,1996.0
,Angeliño,ESP,DF,2,27,1997.0
,Lorenzo Anghelè,ITA,FW,1,19,2005.0
,Faustino Anjorin,ENG,MF,2,22,2001.0
,Marko Arnautović,AUT,FW,1,35,1989.0
,Kristjan Asllani,ALB,MF,1,22,2002.0
,Emil Audero,ITA,GK,2,27,1997.0
,Tommaso Augello,ITA,DF,3,30,1994.0
,Carlos Augusto,BRA,DF,2,25,1999.0
,Yann Aurel Bisseck,GER,DF,,23,2000.0
,Paulo Azzi,BRA,DF,3,30,1994.0
,Milan Badelj,CRO,MF,3,35,1989.0
,Tommaso Baldanzi,ITA,"MF,FW",3,21,2003.0
,Botond Balogh,HUN,DF,2,22,2002.0
,Lameck Banda,ZAM,FW,1,23,2001.0
,Daniel Bandeira,POR,MF,2,24,2000.0
,Mattia Bani,ITA,DF,1,30,1993.0
,Antonín Barák,CZE,MF,2,29,1994.0
,Federico Barba,ITA,DF,2,31,1993.0
,Nicolò Barella,ITA,MF,3,27,1997.0
,Federico Baschirotto,ITA,DF,2,27,1996.0
,Daniele Baselli,ITA,MF,2,32,1992.0
,Alessandro Bastoni,ITA,DF,2,25,1999.0
,Reda Belahyane,FRA,MF,3,20,2004.0
,Raoul Bellanova,ITA,DF,3,24,2000.0
,Andrea Belotti,ITA,FW,2,30,1993.0
,Lucas Beltrán,ARG,"MF,FW",1,23,2001.0
,Ismaël Bennacer,ALG,MF,2,26,1997.0
,Medon Berisha,ALB,"MF,FW",1,20,2003.0
,Adrian Bernabe,ESP,MF,2,23,2001.0
,Sam Beukema,NED,DF,3,25,1998.0
,Alessandro Bianco,ITA,MF,2,21,2002.0
,Jaka Bijol,SVN,DF,2,25,1999.0
,Cristiano Biraghi,ITA,DF,2,32,1992.0
,Samuele Birindelli,ITA,DF,3,25,1999.0
,Emil Bohinen,NOR,MF,2,25,1999.0
,Warren Bondo,FRA,MF,3,21,2003.0
,Ange-Yoan Bonny,FRA,FW,2,20,2003.0
,Edoardo Bove,ITA,MF,2,22,2002.0
,Domagoj Bradarić,CRO,MF,2,24,1999.0
,Matthias Braunöder,AUT,MF,1,22,2002.0
,Iker Bravo,ESP,MF,2,19,2005.0
,Gleison Bremer,BRA,DF,2,27,1997.0
,Brenner,BRA,MF,2,24,2000.0
,Marco Brescianini,ITA,MF,1,24,2000.0
,Alessandro Buongiorno,ITA,DF,2,25,1999.0
,Gianluca Busio,USA,MF,2,22,2002.0
,Liberato Cacace,NZL,DF,1,23,2000.0
,Davide Calabria,ITA,DF,2,27,1996.0
,Luca Caldirola,ITA,DF,1,33,1991.0
,Hakan Çalhanoğlu,TUR,MF,2,30,1994.0
,Drissa Camara,CIV,FW,2,22,2002.0
,Nicolò Cambiaghi,ITA,FW,3,23,2000.0
,Andrea Cambiaso,ITA,"DF,FW",2,24,2000.0
,Matteo Cancellieri,ITA,"FW,MF",1,22,2002.0
,Antonio Candela,ITA,DF,2,24,2000.0
,Gianluca Caprari,ITA,MF,2,31,1993.0
,Francesco Caputo,ITA,FW,2,37,1987.0
,Andrea Carboni,ITA,DF,2,23,2001.0
,Franco Carboni,ITA,DF,2,21,2003.0
,Marco Carnesecchi,ITA,GK,1,24,2000.0
,Nicolò Casale,ITA,DF,3,26,1998.0
,Federico Cassa,ITA,"MF,FW",2,18,2006.0
,Valentín Castellanos,ARG,FW,3,25,1998.0
,Santiago Castro,ARG,FW,3,19,2004.0
,Gaetano Castrovilli,ITA,MF,2,27,1997.0
,Danilo Cataldi,ITA,MF,2,30,1994.0
,Zeki Çelik,TUR,DF,,27,1997.0
,Alberto Cerri,ITA,FW,2,28,1996.0
,Gabriel Charpentier,CGO,FW,2,25,1999.0
,Leandro Chichizola,ARG,GK,1,34,1990.0
,Samuel Chukwueze,NGA,FW,3,25,1999.0
,Aaron Ciammaglichella,ITA,MF,,19,2005.0
,Alessandro Circati,AUS,DF,2,20,2003.0
,Alphadjo Cissè,ITA,MF,2,17,2006.0
,Saúl Coco,EQG,DF,3,25,1999.0
,Lorenzo Colombo,ITA,FW,1,22,2002.0
,Andrea Colpani,ITA,MF,2,25,1999.0
,Pietro Comuzzo,ITA,DF,3,19,2005.0
,Francisco Conceição,POR,FW,2,21,2002.0
,Diego Coppola,ITA,DF,2,20,2003.0
,Joaquín Correa,ARG,MF,2,30,1994.0
,Lassana Coulibaly,MLI,"MF,FW",1,28,1996.0
,Woyo Coulibaly,FRA,DF,3,25,1999.0
,Bryan Cristante,ITA,MF,2,29,1995.0
,Domen Črnigoj,SVN,MF,2,28,1995.0
,Patrick Cutrone,ITA,FW,3,26,1998.0
,Wylan Cyprien,FRA,MF,3,29,1995.0
,Danilo D'Ambrosio,ITA,DF,2,36,1988.0
,Lucas Da Cunha,FRA,"MF,FW",1,23,2001.0
,Thijs Dallinga,NED,"FW,MF",3,24,2000.0
,Flavius Daniliuc,AUT,DF,2,23,2001.0
,Matteo Darmian,ITA,DF,1,34,1989.0
,Juan David Cabal,COL,DF,2,23,2001.0
,Keinan Davis,ENG,FW,1,26,1998.0
,Paweł Dawidowicz,POL,DF,3,29,1995.0
,Charles De Ketelaere,BEL,"MF,FW",2,23,2001.0
,Lorenzo De Silvestri,ITA,DF,1,36,1988.0
,Koni De Winter,BEL,DF,1,22,2002.0
,Alessandro Deiola,ITA,MF,2,29,1995.0
,Enrico Del Prato,ITA,DF,2,24,1999.0
,Fisayo Dele-Bashiru,NGA,MF,2,23,2001.0
,Ali Dembélé,FRA,DF,2,20,2004.0
,Michele Di Gregorio,ITA,GK,3,27,1997.0
,Giovanni Di Lorenzo,ITA,DF,2,31,1993.0
,Boulaye Dia,SEN,"FW,MF",2,27,1996.0
,Federico Dimarco,ITA,DF,2,26,1997.0
,Berat Djimsiti,ALB,DF,2,31,1993.0
,Dodô,BRA,DF,2,25,1998.0
,Patrick Dorgu,DEN,"FW,MF",3,19,2004.0
,Alberto Dossena,ITA,DF,2,25,1998.0
,Issa Doumbia,CIV,MF,2,20,2003.0
,Artem Dovbyk,UKR,FW,2,27,1997.0
,Ondrej Duda,SVK,MF,3,29,1994.0
,Denzel Dumfries,NED,DF,2,28,1996.0
,Alfred Duncan,GHA,MF,2,31,1993.0
,Paulo Dybala,ARG,"FW,MF",3,30,1993.0
,Éderson,BRA,MF,,25,1999.0
,Kingsley Ehizibue,NED,DF,1,29,1995.0
,Jeff Ekhator,ITA,"FW,MF",2,17,2006.0
,Jurgen Ekkelenkamp,NED,MF,1,24,2000.0
,Emmanuel Ekong,SWE,"FW,MF",2,22,2002.0
,Caleb Ekuban,GHA,FW,2,30,1994.0
,Mikael Ellertsson,ISL,MF,3,22,2002.0
,Emerson,BRA,DF,2,25,1999.0
,Yannik Engelhardt,GER,MF,,23,2001.0
,Martin Erlic,CRO,DF,1,26,1998.0
,Sebastiano Esposito,ITA,"MF,FW",3,22,2002.0
,Nahuel Estévez,ARG,MF,3,28,1995.0
,Giovanni Fabbian,ITA,MF,2,21,2003.0
,Alieu Fadera,GAM,"FW,MF",2,22,2001.0
,Nicolò Fagioli,ITA,MF,3,23,2001.0
,Wladimiro Falcone,ITA,GK,3,29,1995.0
,Davide Faraoni,ITA,"MF,DF",2,32,1991.0
,Jacopo Fazzini,ITA,MF,2,21,2003.0
,Mattia Felici,ITA,DF,1,23,2001.0
,Youssouf Fofana,FRA,MF,,25,1999.0
,Davide Frattesi,ITA,MF,2,24,1999.0
,Morten Frendrup,DEN,MF,3,23,2001.0
,Martin Frese,DEN,DF,1,26,1998.0
,Remo Freuler,SUI,MF,3,32,1992.0
,Matteo Gabbia,ITA,DF,1,24,1999.0
,Alessandro Gabrielloni,ITA,"FW,MF",2,30,1994.0
,Gianluca Gaetano,ITA,MF,2,24,2000.0
,Roberto Gagliardini,ITA,"MF,DF",3,30,1994.0
,Antonino Gallo,ITA,DF,2,24,2000.0
,Gaspar,ANG,DF,2,26,1997.0
,Federico Gatti,ITA,DF,2,26,1998.0
,David de Gea,ESP,GK,2,33,1990.0
,Lautaro Gianetti,ARG,DF,1,30,1993.0
,Mario Gila,ESP,DF,1,24,2000.0
,Gvidas Gineitis,LTU,MF,2,20,2004.0
,Ben Godfrey,ENG,DF,2,26,1998.0
,Saba Goglichidze,GEO,DF,3,20,2004.0
,Edoardo Goldaniga,ITA,DF,2,30,1993.0
,Pierluigi Gollini,ITA,GK,3,29,1995.0
,Nicolás González,ARG,FW,3,26,1998.0
,Alberto Grassi,ITA,MF,2,29,1995.0
,Mattéo Guendouzi,FRA,MF,1,25,1999.0
,Frederic Guilbert,FRA,DF,2,29,1994.0
,Emmanuel Gyasi,GHA,DF,2,30,1994.0
,Christian Gytkjær,DEN,FW,2,34,1990.0
,Nicolas Haas,SUI,MF,3,28,1996.0
,Saad El Haddad,MAR,MF,3,19,2005.0
,Antoine Hainaut,FRA,"FW,DF",2,22,2002.0
,Ridgeciano Haps,SUR,DF,3,31,1993.0
,Abdou Harroui,NED,"FW,MF",,26,1998.0
,Liam Henderson,SCO,MF,1,28,1996.0
,Mario Hermoso,ESP,DF,1,29,1995.0
,Theo Hernández,FRA,DF,3,26,1997.0
,Hernani,BRA,MF,2,30,1994.0
,Isak Hien,SWE,DF,2,25,1999.0
,Elseid Hysaj,ALB,DF,2,30,1994.0
,Jay Idzes,IDN,DF,2,24,2000.0
,Jonathan Ikone,FRA,MF,2,26,1998.0
,Ivan Ilić,SRB,MF,2,23,2001.0
,Samuel Iling-Junior,ENG,MF,3,20,2003.0
,Alessio Iovine,ITA,DF,2,33,1991.0
,Gustav Isaksen,DEN,"FW,MF",2,23,2001.0
,Ardian Ismajli,ALB,DF,2,27,1996.0
,Armando Izzo,ITA,DF,2,32,1992.0
,Gaby Jean,FRA,DF,2,24,2000.0
,Juan Jesus,BRA,DF,2,33,1991.0
,Jesse Joronen,FIN,GK,2,31,1993.0
,Luka Jović,SRB,FW,1,26,1997.0
,Christian Kabasele,BEL,DF,2,33,1991.0
,Pierre Kalulu,FRA,DF,3,24,2000.0
,Hassane Kamara,CIV,DF,2,30,1994.0
,Yann Karamoh,FRA,FW,,26,1998.0
,Jesper Karlsson,SWE,FW,2,26,1998.0
,Jesper Karlström,SWE,MF,2,29,1995.0
,Grigoris Kastanos,CYP,"FW,MF",2,26,1998.0
,Michael Kayode,ITA,DF,1,20,2004.0
,Moise Kean,ITA,FW,3,24,2000.0
,Mandela Keita,BEL,MF,1,22,2002.0
,Marc-Oliver Kempf,GER,DF,1,29,1995.0
,Magnus Kofod Andersen,DEN,MF,1,25,1999.0
,Sead Kolašinac,BIH,DF,3,31,1993.0
,Manu Koné,FRA,MF,1,23,2001.0
,Teun Koopmeiners,NED,MF,3,26,1998.0
,Christian Kouamé,CIV,MF,2,26,1997.0
,Mateusz Kowalski,POL,MF,1,19,2005.0
,Thomas Kristensen,DEN,DF,3,22,2002.0
,Nikola Krstović,MNE,FW,3,24,2000.0
,Khvicha Kvaratskhelia,GEO,MF,1,23,2001.0
,Giorgos Kyriakopoulos,GRE,DF,2,28,1996.0
,Gianluca Lapadula,PER,"FW,MF",2,34,1990.0
,Valentino Lazaro,AUT,DF,3,28,1996.0
,Darko Lazović,SRB,"MF,DF",2,34,1990.0
,Manuel Lazzari,ITA,DF,1,30,1993.0
,Enzo Le Fée,FRA,MF,2,24,2000.0
,Rafael Leão,POR,FW,3,25,1999.0
,Nunzio Lella,ITA,MF,3,24,2000.0
,Karol Linetty,POL,MF,1,29,1995.0
,Dailon Livramento,CPV,FW,2,23,2001.0
,Stanislav Lobotka,SVK,MF,3,29,1994.0
,Manuel Locatelli,ITA,MF,1,26,1998.0
,Ruben Loftus-Cheek,ENG,MF,3,28,1996.0
,Ademola Lookman,NGA,MF,2,26,1997.0
,Sandi Lovrić,SVN,MF,3,26,1998.0
,Lorenzo Lucca,ITA,FW,1,24,2000.0
,Jhon Lucumí,COL,DF,2,26,1998.0
,José Luis Palomino,ARG,DF,2,34,1990.0
,Douglas Luiz,BRA,MF,2,26,1998.0
,Romelu Lukaku,BEL,FW,3,31,1993.0
,Sebastiano Luperto,ITA,DF,3,28,1996.0
,Zito Luvumbo,ANG,"FW,MF",,22,2002.0
,Charalambos Lykogiannis,GRE,DF,2,30,1993.0
,Giangiacomo Magnani,ITA,DF,2,28,1995.0
,Mike Maignan,FRA,GK,3,29,1995.0
,Antoine Makoumbou,CGO,MF,2,26,1998.0
,Daniel Maldini,ITA,MF,2,22,2001.0
,Youssef Maleh,MAR,MF,,26,1998.0
,Ruslan Malinovskyi,UKR,"MF,FW",3,31,1993.0
,Dennis Man,ROU,"FW,MF",2,26,1998.0
,Gianluca Mancini,ITA,DF,2,28,1996.0
,Rolando Mandragora,ITA,MF,3,27,1997.0
,Alberto Manzoni,ITA,MF,2,19,2005.0
,Filip Marchwiński,POL,MF,2,22,2002.0
,Pablo Marí,ESP,DF,3,31,1993.0
,Răzvan Marin,ROU,MF,3,28,1996.0
,Aarón Martín,ESP,DF,,27,1997.0
,Lautaro Martínez,ARG,FW,1,27,1997.0
,Lucas Martínez Quarta,ARG,DF,1,28,1996.0
,Adam Marušić,MNE,DF,2,31,1992.0
,Adam Masina,MAR,DF,2,30,1994.0
,Luca Mazzitelli,ITA,MF,1,28,1995.0
,Pasquale Mazzocchi,ITA,DF,3,29,1995.0
,Samuel Mbangula,BEL,FW,3,20,2004.0
,Weston McKennie,USA,MF,3,26,1998.0
,Alex Meret,ITA,GK,2,27,1997.0
,Junior Messias,BRA,"MF,FW",1,33,1991.0
,Valentin Mihaila,ROU,"FW,MF",3,24,2000.0
,Vanja Milinković-Savić,SRB,GK,3,27,1997.0
,Yerry Mina,COL,DF,,29,1994.0
,Juan Miranda,ESP,DF,2,24,2000.0
,Henrikh Mkhitaryan,ARM,MF,2,35,1989.0
,Lorenzo Montipò,ITA,GK,1,28,1996.0
,Álvaro Morata,ESP,"FW,MF",,31,1992.0
,Alberto Moreno,ESP,DF,2,32,1992.0
,Tete Morente,ESP,"FW,MF",3,27,1996.0
,Nikola Moro,CRO,MF,3,26,1998.0
,Daniel Mosquera,COL,FW,2,24,1999.0
,Dany Mota,POR,MF,2,26,1998.0
,Yunus Musah,USA,MF,,21,2002.0
,Kingstone Mutandwa,ZAM,MF,1,21,2003.0
,Obite N'Dicka,CIV,DF,3,25,1999.0
,Michel Ndary Adopo,FRA,MF,3,24,2000.0
,Dan Ndoye,SUI,"FW,MF",2,23,2000.0
,David Neres,BRA,MF,2,27,1997.0
,Cyril Ngonge,BEL,DF,2,24,2000.0
,Hans Nicolussi Caviglia,ITA,MF,2,24,2000.0
,Tijjani Noslin,NED,FW,3,25,1999.0
,Adam Obert,SVK,DF,2,22,2002.0
,Jens Odgaard,DEN,"FW,MF",2,25,1999.0
,Noah Okafor,SUI,FW,3,24,2000.0
,Maduka Okoye,NGA,GK,1,25,1999.0
,Mathías Olivera,URU,DF,1,26,1997.0
,Gaetano Oristanio,ITA,MF,2,21,2002.0
,Riccardo Orsolini,ITA,"FW,MF",3,27,1997.0
,Yordan Osorio,VEN,DF,,30,1994.0
,Remi Oudin,FRA,"MF,FW",3,27,1996.0
,Marco Palestra,ITA,DF,1,19,2005.0
,Leandro Paredes,ARG,MF,1,30,1994.0
,Fabiano Parisi,ITA,DF,2,23,2000.0
,Mario Pašalić,CRO,MF,1,29,1995.0
,Patric,ESP,DF,3,31,1993.0
,Benjamin Pavard,FRA,DF,2,28,1996.0
,Strahinja Pavlović,SRB,DF,3,23,2001.0
,Leonardo Pavoletti,ITA,FW,1,35,1988.0
,Martín Payero,ARG,MF,1,26,1998.0
,Nicolás Paz,ARG,"MF,FW",3,20,2004.0
,Marcus Pedersen,NOR,DF,1,24,2000.0
,Pedro,ESP,FW,3,37,1987.0
,Pietro Pellegri,ITA,"FW,MF",3,23,2001.0
,Lorenzo Pellegrini,ITA,MF,1,28,1996.0
,Pedro Pereira,POR,DF,3,26,1998.0
,Nehuén Pérez,ARG,DF,3,24,2000.0
,Mattia Perin,ITA,GK,1,31,1992.0
,Máximo Perrone,ARG,MF,3,21,2003.0
,Matteo Pessina,ITA,MF,1,27,1997.0
,Andrea Petagna,ITA,FW,2,29,1995.0
,Giuseppe Pezzella,ITA,DF,2,26,1997.0
,Roberto Piccoli,ITA,FW,3,23,2001.0
,Nicholas Pierini,ITA,MF,3,26,1998.0
,Santiago Pierotti,ARG,"FW,MF",3,23,2001.0
,Balthazar Pierret,FRA,MF,2,24,2000.0
,Andrea Pinamonti,ITA,FW,2,25,1999.0
,Niccolò Pisilli,ITA,MF,3,19,2004.0
,Semuel Pizzignacco,ITA,GK,3,23,2001.0
,Tommaso Pobega,ITA,MF,3,25,1999.0
,Joel Pohjanpalo,FIN,FW,2,30,1994.0
,Matteo Politano,ITA,MF,1,31,1993.0
,Marin Pongračić,CRO,DF,1,27,1997.0
,Stefan Posch,AUT,DF,3,27,1997.0
,Matteo Prati,ITA,MF,1,20,2003.0
,Ivan Provedel,ITA,GK,2,30,1994.0
,Christian Pulisic,USA,"FW,MF",2,26,1998.0
,Hamza Rafia,TUN,MF,2,25,1999.0
,Antonio Raimondo,ITA,"FW,DF",2,20,2004.0
,Ylber Ramadani,ALB,MF,,28,1996.0
,Luca Ranieri,ITA,DF,1,25,1999.0
,Giacomo Raspadori,ITA,"FW,MF",2,24,2000.0
,Ante Rebić,CRO,FW,2,30,1993.0
,Tijjani Reijnders,NED,MF,3,26,1998.0
,Pepe Reina,ESP,GK,3,42,1982.0
,Mateo Retegui,ITA,FW,1,25,1999.0
,Samuele Ricci,ITA,MF,3,23,2001.0
,Amir Richardson,MAR,MF,2,22,2002.0
,Sergi Roberto,ESP,MF,3,32,1992.0
,Alessio Romagnoli,ITA,DF,2,29,1995.0
,Marten de Roon,NED,"DF,MF",1,33,1991.0
,Jonas Rouhi,SWE,DF,2,20,2004.0
,Nicolò Rovella,ITA,MF,3,22,2001.0
,Amir Rrahmani,KVX,DF,2,30,1994.0
,Matteo Ruggeri,ITA,DF,1,22,2002.0
,Stefano Sabelli,ITA,DF,3,31,1993.0
,Alexis Saelemaekers,BEL,"FW,DF",2,25,1999.0
,Richie Sagrado,BEL,DF,3,20,2004.0
,Marco Sala,ITA,DF,1,25,1999.0
,Lazar Samardzic,SRB,MF,1,22,2002.0
,Antonio Sanabria,PAR,"FW,MF",2,28,1996.0
,Amin Sarr,SWE,FW,2,23,2001.0
,Nicolò Savona,ITA,DF,3,21,2003.0
,Saba Sazonov,GEO,DF,3,22,2002.0
,Joël Schingtienne,BEL,DF,2,22,2002.0
,Simone Scuffet,ITA,GK,3,28,1996.0
,Suat Serdar,GER,MF,3,27,1997.0
,Stephan El Shaarawy,ITA,DF,3,31,1992.0
,Eldor Shomurodov,UZB,"FW,DF",2,29,1995.0
,Giovanni Simeone,ARG,FW,2,29,1995.0
,Łukasz Skorupski,POL,GK,,33,1991.0
,Simon Sohm,SUI,MF,3,23,2001.0
,Ola Solbakken,NOR,"MF,FW",3,26,1998.0
,Yann Sommer,SUI,GK,,35,1988.0
,Borna Sosa,CRO,DF,2,26,1998.0
,Riccardo Sottil,ITA,MF,3,25,1999.0
,Matìas Soulé,ARG,"FW,MF",1,21,2003.0
,Leonardo Spinazzola,ITA,DF,1,31,1993.0
,Petar Stojanović,SVN,MF,3,28,1995.0
,Gabriel Strefezza,BRA,"MF,FW",2,27,1997.0
,Ibrahim Sulemana,GHA,MF,2,21,2003.0
,Tomáš Suslov,SVK,"FW,MF",3,22,2002.0
,Zion Suzuki,JPN,GK,,22,2002.0
,Marin Šverko,CRO,DF,1,26,1998.0
,Mile Svilar,SRB,GK,3,25,1999.0
,Michael Svoboda,AUT,DF,1,25,1998.0
,Adrien Tameze,CMR,"DF,MF",2,30,1994.0
,Mehdi Taremi,IRN,"FW,MF",1,32,1992.0
,Nuno Tavares,POR,DF,3,24,2000.0
,Loum Tchaouna,FRA,"FW,MF",1,21,2003.0
,Jackson Tchatchoua,CMR,"MF,DF",2,23,2001.0
,Casper Tengstedt,DEN,FW,2,24,2000.0
,Filippo Terracciano,ITA,DF,2,21,2003.0
,Pietro Terracciano,ITA,GK,3,34,1990.0
,Florian Thauvin,FRA,"MF,FW",2,31,1993.0
,Malick Thiaw,GER,DF,1,23,2001.0
,Morten Thorsby,NOR,"MF,DF",3,28,1996.0
,Khéphren Thuram,FRA,MF,1,23,2001.0
,Marcus Thuram,FRA,FW,1,27,1997.0
,Rafael Tolói,ITA,DF,3,33,1990.0
,Fikayo Tomori,ENG,DF,2,26,1997.0
,Stefano Turati,ITA,GK,3,23,2001.0
,Kacper Urbanski,POL,FW,1,20,2004.0
,Emanuele Valeri,ITA,DF,2,25,1998.0
,Ignace Van Der Brempt,BEL,DF,2,22,2002.0
,Devis Vásquez,COL,GK,2,26,1998.0
,Johan Vásquez,MEX,DF,2,25,1998.0
,Matías Vecino,URU,MF,1,33,1991.0
,Simone Verdi,ITA,MF,3,32,1992.0
,Samuele Vignato,ITA,MF,3,20,2004.0
,Nicolas Viola,ITA,MF,3,34,1989.0
,Mattia Viti,ITA,DF,1,22,2002.0
,Dušan Vlahović,SRB,FW,2,24,2000.0
,Alessandro Vogliacco,ITA,DF,2,26,1998.0
,Mërgim Vojvoda,KVX,DF,3,29,1995.0
,Stefan de Vrij,NED,DF,3,32,1992.0
,Sebastian Walukiewicz,POL,DF,3,24,2000.0
,Timothy Weah,USA,FW,3,24,2000.0
,Mateusz Wieteska,POL,DF,1,27,1997.0
,John Yeboah,ECU,MF,2,24,2000.0
,Kenan Yıldız,TUR,"MF,FW",1,19,2005.0
,Mattia Zaccagni,ITA,"FW,MF",1,29,1995.0
,Nicola Zalewski,POL,"FW,DF",3,22,2002.0
,Andre-Frank Zambo Anguissa,CMR,MF,2,28,1995.0
,Francesco Zampano,ITA,DF,2,30,1993.0
,Nicolò Zaniolo,ITA,FW,3,25,1999.0
,Alessandro Zanoli,ITA,DF,2,23,2000.0
,Duván Zapata,COL,FW,2,33,1991.0
,Gabriele Zappa,ITA,DF,2,24,1999.0
,Davide Zappacosta,ITA,DF,2,32,1992.0
,Oier Zarraga,ESP,MF,3,25,1999.0
,Jordan Zemura,ZIM,DF,2,24,1999.0
,Kevin Zeroli,ITA,MF,1,19,2005.0
,Piotr Zieliński,POL,MF,3,30,1994.0
,Nadir Zortea,ITA,DF,3,25,1999.0
,Milan Đurić,BIH,FW,3,34,1990.0
